Rank,Image,Part ID,Part Name,# Colors,# Pieces,Blender Dimensions
762,,6190,"Bar 1 x 3 (Radio Handle, Phone Handset)",5,91,"(0.5601, 0.16, 0.1615)"
763,,x346,Technic Tooth 1 x 3 with Axle Hole [Hollow Underside],9,91,"(0.0, 0.0, 0.0)"
764,,41748,Wedge Curved 6 x 2 Left,14,90,"(0.4, 1.2, 0.28)"
765,,95188,Brick Round Corner 6 x 6 with 33┬░ Slope and Facet Cutout,11,90,"(1.2, 1.2, 0.28)"
766,,18974,"Wheel Arch, Mudguard 4 x 2 1/2 x 2 1/3",10,90,"(0.8, 0.4979, 0.6)"
767,,41747,Wedge Curved 6 x 2 Right,14,90,"(0.4, 1.2, 0.28)"
768,,47753,Wedge Curved 4 x 4 No Top Studs,11,90,"(0.7997, 0.8, 0.2399)"
769,,65617,Brick Round Corner 3 x 3 x 1 with Bottom Cut Outs [No Studs] [1/4 Arch],9,89,"(0.5999, 0.5999, 0.24)"
770,,3837,Equipment Shovel [Round Stem End],4,89,"(0.24, 0.1457, 0.92)"
771,,40378,"Animal Body Part / Plant, Tail / Neck / Branch / Trunk, Middle Section with Pin",11,89,"(0.2, 1.4566, 0.5166)"
772,,3956,Bracket 2 x 2 – 2 x 2,2,89,"(0.4, 0.52, 0.48)"
773,,64448,Support 1 x 6 x 5 Girder Rectangular,7,89,"(1.2, 0.2, 1.2401)"
774,,6239,Tail Shuttle,15,88,"(0.4, 1.1984, 0.88)"
775,,49283,Wire Clip with Axle Hole,8,88,"(0.18, 0.2, 0.38)"
776,,6249,Brick Special 2 x 4 with Pins,2,88,"(1.2, 0.4, 0.28)"
777,,4738a,Treasure Chest Bottom with Rear Slots,6,88,"(1.04, 0.4, 0.34)"
778,,87408,Technic Pin Connector Toggle Joint Smooth Double with Axle and Pin Holes,1,87,"(0.18, 0.6, 0.5902)"
779,,55976,Tyre 56 x 26 Balloon,1,87,"(1.42, 0.64, 1.42)"
780,,87407,Technic Gear 20 Tooth Bevel with Pin Hole,1,87,"(0.52, 0.2, 0.52)"
781,,38583,Brick Special Arch 1 x 2 Jumper,3,87,"(0.4, 0.2, 0.28)"
782,,30385,Rock 1 x 1 Crystal 5 Point,9,86,"(0.2382, 0.2818, 0.406)"
783,,95228,Equipment Bottle,3,86,"(0.2, 0.2, 0.52)"
784,,15279,"Plant, Grass Stem with Bar Hole [3.2mm]",5,85,"(0.16, 0.3403, 0.6391)"
785,,95199,Weapon Gun / Pistol Two Barrel,3,85,"(0.1155, 0.436, 0.4296)"
786,,18759,Slope Inverted 45┬░ 3 x 1 Double with 2 Blocked Open Studs,5,85,"(0.2, 0.6, 0.28)"
787,,6183,Brick Arch 1 x 6 x 2 Curved Top,9,85,"(1.2, 0.2026, 0.52)"
788,,2815,Technic Wedge Belt Wheel Tire,3,84,"(0.76, 0.08, 0.76)"
789,,3852b,Equipment Hairbrush Short Handle [10mm],3,84,"(0.1025, 0.199, 0.6241)"
790,,4176,Windscreen 2 x 6 x 2,4,84,"(1.2, 0.4, 0.52)"
791,,3464,Wheel Centre Small with Stub Axles (Pulley Wheel),2,83,"(0.24, 0.2, 0.2)"
792,,44126,Brick Curved 6 x 2,6,83,"(0.4, 1.2, 0.28)"
793,,18920,Equipment Scissors,1,83,"(0.2615, 0.0989, 0.4696)"
794,,44674,Mudguard 2 x 4 with Molded Headlights,14,82,"(0.7999, 0.497, 0.2375)"
795,,30151b,Brick Round 2 x 2 x 1 2/3 Dome Top [Blocked Open Stud],3,82,"(0.4, 0.4, 0.44)"
796,,87080,"Technic Panel Fairing # 1 Small Smooth Short, Side A",13,82,"(0.39, 0.9604, 0.59)"
797,,32017,Technic Beam 1 x 5 Thin,4,82,"(0.18, 0.98, 0.1)"
798,,56891,Tyre 37 x 18 R Balloon,1,82,"(0.9179, 0.45, 0.918)"
799,,19121,Fence Ornamented 1 x 4 x 2 with 4 Studs,7,81,"(0.8, 0.2, 0.52)"
800,,3823,Windscreen 2 x 4 x 2,3,81,"(0.8, 0.4, 0.52)"
801,,6583,Plate Special 1 x 6 with Train Wagon End Fence,5,81,"(1.2, 0.3, 0.48)"
802,,3822,Door 1 x 3 x 1 Left,10,81,"(0.2513, 0.6, 0.28)"
803,,88704,Equipment Whip – Bent,4,81,"(0.3903, 0.08, 0.9539)"
804,,3456,Plate 6 x 14,6,81,"(2.8, 1.2, 0.12)"
805,,44225,Technic Rotation Joint Disk with Pin and 3L Beam Thick,1,80,"(0.6, 1.19, 0.2)"
806,,36451a,Infinity Stone,6,80,"(0.1199, 0.1599, 0.125)"
807,,55236,"Plant / Creature Body Part, Vine / Tail / Tentacle / Bionicle Spine, Spiky",3,80,"(0.9671, 0.1, 0.4102)"
808,,33492,Cone 1 1/2 x 1 1/2 x 2/3,3,80,"(0.2732, 0.2732, 0.2)"
809,,50949,"Grille with 1 x 2 Plate, Racers Car",4,80,"(0.8, 0.4024, 0.2)"
810,,3821,Door 1 x 3 x 1 Right,10,79,"(0.2513, 0.6, 0.28)"
811,,33051,"Plant, Apple",4,79,"(0.3715, 0.258, 0.4254)"
812,,85543,Rubber Belt Small [15mm ID] [Round Cross Section],1,79,"(0.4167, 0.0417, 0.4167)"
813,,43712,Wedge Curved 6 x 4 Triple,12,79,"(0.8, 1.2, 0.28)"
814,,18945,Technic Panel 5 x 11 x 1 Tapered,11,78,"(2.2, 0.99, 0.2)"
815,,92585,Tool Crowbar,4,78,"(0.0805, 0.1946, 0.7961)"
816,,12885,Equipment Paint Roller Brush Handle Edge On Handle,2,78,"(0.3921, 0.14, 0.52)"
817,,15413,Tyre 49.53 x 20,1,78,"(1.2362, 0.505, 1.2342)"
818,,87421,Panel 3 x 3 x 6 Corner Wall without Bottom Indentations,8,78,"(0.6, 0.6, 1.44)"
819,,24599,Brick Round Corner 5 x 5 x 1 with Bottom Cut Outs [No Studs] [1/4 Arch],12,78,"(0.9999, 0.9999, 0.24)"
820,,44224,Technic Rotation Joint Disk with Pin Hole and 3L Beam Thick,1,78,"(0.6, 1.19, 0.2)"
821,,3228,"Vehicle Track, Train, Plain Rail Straight (no slots, no notches on end)",2,77,"(3.2, 0.2, 0.1593)"
822,,4522,Tool Hammer / Mallet Large,1,77,"(0.0803, 0.2387, 0.6)"
823,,21229,Fence Spindled 4 x 4 x 2 Quarter Round with 3 Studs,10,77,"(0.7997, 0.7997, 0.52)"
824,,30395,Hook with Towball,1,77,"(0.2329, 0.16, 0.6)"
825,,3185,Fence 1 x 4 x 2,4,76,"(0.8, 0.2, 0.48)"
826,,23405,Panel 1 x 6 x 5 [Vertical Corrugated],11,76,"(1.2, 0.2, 1.24)"
827,,14181,Wedge Plate 4 x 9 with Stud Notches,7,76,"(0.8, 1.8006, 0.12)"
828,,2415,"Wheel Holder 2 x 2 Thin with Clips, Plane Single",1,76,"(0.4, 0.46, 0.3)"
829,,50337,Hinge Plate 3 x 4 Locking Dual 2 Finger,4,76,"(0.0, 0.0, 0.0)"
830,,15362,Large Figure Limb Cover / Claw / Spike Large with Axle Hole,11,75,"(0.3857, 1.2837, 0.3826)"
831,,87086,"Technic Panel Fairing # 2 Small Smooth Short, Side B",13,75,"(0.39, 0.9604, 0.59)"
832,,32187,Technic Driving Ring Extension,3,75,"(0.3434, 0.29, 0.34)"
833,,14682,"Exhaust Pipe with Technic Pin – Flat End, Rounded Hole",2,74,"(0.18, 0.4, 1.365)"
834,,24093,Book Cover [Plain],6,74,"(0.08, 0.38, 0.48)"
835,,66789,Plate Round Corners 6 x 6 x 2/3 Circle with Reduced Knobs,10,73,"(1.2, 1.2, 0.2)"
836,,41531,Technic Cylinder 4 x 4 with Pin Holes and Centre Bar,7,73,"(0.8, 0.4, 0.8)"
837,,88393,Brick Special 1 x 2 x 5 with Groove,4,73,"(0.4, 0.2, 1.24)"
838,,30093,"Plant, Sea Grass",4,73,"(0.74, 0.16, 1.16)"
839,,18975,Brick Special 2 x 4 x 1 1/3 with Holes and 2 x 2 Cutout,2,72,"(0.8, 0.4, 0.36)"
840,,93595,Wheel 11 x 6 with 8 ‘Y’ Spokes [Plain],1,72,"(0.28, 0.16, 0.28)"
841,,54661,Hinge Brick 1 x 4 Locking with 1 Finger Vertical End and 2 Fingers Vertical End,7,72,"(1.1135, 0.2, 0.28)"
842,,57520,Technic Tread Sprocket Wheel Small,3,72,"(0.64, 0.2, 0.6294)"
843,,98137,"Weapon Sword, Big Blade",6,72,"(0.08, 0.2667, 1.99)"
844,,4083,Bar 1 x 4 x 2 with Studs,4,72,"(0.76, 0.16, 0.52)"
845,,32529,Technic Pin Connector Plate with One Hole (Single on Bottom),1,72,"(0.4, 0.2, 0.4)"
846,,24947,Brick Round 2 x 2 x 1 1/3 Inverted,6,71,"(0.3999, 0.3999, 0.36)"
847,,2486,Bar 1 x 8 x 2,4,71,"(1.48, 0.16, 0.52)"
848,,54672,"Hinge Brick 1 x 2 Locking with 2 Fingers Horizontal End, 9 Teeth",4,70,"(0.56, 0.2, 0.28)"
849,,18944,Technic Panel Curved 3 x 13,10,70,"(0.6, 2.58, 0.374)"
850,,15745,Rock – Heart Jewel with Shaft,2,70,"(0.2624, 0.1095, 0.32)"
851,,6565,Wedge 3 x 2 Left,7,70,"(0.3995, 0.6, 0.28)"
852,,32198,Technic Gear 20 Tooth Bevel,2,70,"(0.52, 0.1014, 0.52)"
853,,68568,Plate Round Corner 3 x 3 with 2 x 2 Round Cutout,8,70,"(0.6, 0.6, 0.12)"
854,,95343,Bucket 1 x 1 x 1,3,70,"(0.296, 0.26, 0.24)"
855,,24946,Food Egg with 1.5mm Hole [Plain],6,70,"(0.24, 0.24, 0.3199)"
856,,6192,"Brick Curved 2 x 4 No Studs, Curved Top",8,70,"(0.8, 0.4, 0.24)"
857,,18910,Hinge Panel 3 x 4 x 3 Curved,3,70,"(0.8, 0.6, 0.76)"
858,,20309,Window 1 x 4 x 1 2/3 with Spoked Rounded Top,6,69,"(0.7996, 0.2, 0.4)"
859,,92107,Plate Special 6 x 8 Trap Door Frame Horizontal [Long Pin Holders],7,69,"(1.6, 1.2, 0.12)"
860,,62531,Technic Panel Curved 11 x 3 with 2 Pin Holes through Panel Surface,10,69,"(0.3904, 2.2009, 0.5904)"
861,,56904,Wheel 30 x 14,4,69,"(0.76, 0.38, 0.76)"
862,,2340,Tail 4 x 1 x 3,8,69,"(0.2, 1.0, 0.76)"
863,,22391,Wedge Sloped 4 x 4 Pointed,7,69,"(0.8, 0.7997, 0.28)"
864,,18892,"Brick Special 2 x 4 with Wheels Holder, Single Slit with 2 x 2 Cutout",1,69,"(1.08, 0.4, 0.28)"
865,,14137,"Hinge Plate 1 x 8 with Angled Side Extensions, Squared Plate Underside",6,69,"(0.4, 1.76, 0.16)"
866,,3043,Slope 45┬░ 2 x 2 Double,4,68,"(0.4, 0.4, 0.2379)"
867,,6564,Wedge 3 x 2 Right,7,68,"(0.3995, 0.6, 0.28)"
868,,35789,"Wheel Arch, Mudguard 2 x 4 x 2",10,67,"(0.8, 0.4973, 0.5197)"
869,,24324,Book Binding with Two Studs,7,67,"(0.19, 0.39, 0.48)"
870,,61800,"Large Figure Wing, Small",7,67,"(0.185, 1.1788, 0.984)"
871,,4151,Plate Special 8 x 8 with Grille [Undetermined Center],3,67,"(1.6, 1.6, 0.12)"
872,,55615,Technic Pin Connector Hub Perpendicular 3 x 3 Bent with 4 Pins (Pin Ridges Across Part),1,67,"(0.2002, 0.8, 0.8)"
873,,90370,Musical Instrument Microphone [Plain],3,67,"(0.14, 0.14, 0.308)"
874,,87585,Equipment Oar / Paddle [Reinforced],3,66,"(0.2, 0.08, 1.395)"
875,,93571,"Technic Axle Connector 2 x 3 with Ball Socket, Open Lower Axle Holes",3,66,"(0.4, 0.5925, 0.2)"
876,,62360,Windscreen 3 x 6 x 1 Curved with Rectangular Stud Holder in Bottom,16,66,"(1.2, 0.598, 0.24)"
877,,64683,"Technic Panel Fairing # 3 Small Smooth Long, Side A",11,66,"(0.3903, 1.3606, 0.59)"
878,,60614,"Door 1 x 2 x 3 with Vertical Handle, New Mold for Tabless Frames",4,66,"(0.36, 0.11, 0.62)"
879,,10187,Weapon Bladed Claw Spread,4,65,"(0.1895, 0.3446, 0.1774)"
880,,74698,Tile Round 2 x 2 – Thick Lifting Ring,1,65,"(0.4, 0.4, 0.31)"
881,,25386,Food Hot Dog Bun,2,65,"(0.3809, 0.1935, 0.2192)"
882,,27257,Weapon Pike / Spear Tip,4,65,"(0.1944, 0.1018, 0.4621)"
883,,35442,Plate Special 2 x 2 Splat Gear with 6 Teeth,4,65,"(0.6696, 0.75, 0.12)"
884,,51270,"Plant, Pumpkin",3,65,"(0.3668, 0.3668, 0.36)"
885,,76537,Technic Shock Absorber 6.5L with Hard Spring [Complete Assembly],2,65,"(0.1597, 0.44, 0.1596)"
886,,64391,"Technic Panel Fairing # 4 Small Smooth Long, Side B",11,65,"(0.39, 1.3604, 0.59)"
887,,92842,Propeller 3 Blades 5 Diameter,1,65,"(0.8534, 0.2, 0.9699)"
888,,6154,Door Frame 1 x 4 x 4 (Lift),4,64,"(0.8, 0.2, 1.0)"
889,,44809,Technic Pin Connector Perpendicular 2 x 2 Bent,4,64,"(0.39, 0.39, 0.2)"
890,,29109,Weapon Sword / Machete,3,64,"(0.08, 0.12, 0.7198)"
891,,18838,Brick Arch 1 x 12 x 3 Raised Arch with 5 Cross Supports,8,64,"(2.4, 0.2, 0.76)"
892,,15460,"Technic Steering Gear with 3 Ball Joints, Compact",1,64,"(0.2, 0.37, 0.56)"
893,,39794,Technic Beam Frame 7 x 11,4,63,"(1.4, 2.2, 0.2)"
894,,29111,"Insect, Spider with Elongated Tail Section",5,63,"(0.4683, 0.5079, 0.1748)"
895,,48933,"Wedge Sloped 4 x 4 Triple, Stud Notches",11,63,"(0.8, 0.8, 0.28)"
896,,62743,Plate Special 2 x 16 with Angled Side Extensions and Hole (Rotor Blade),2,63,"(0.4, 3.2, 0.12)"
897,,39613,Plate Angled 3 x 3 with Heart Shape,3,62,"(0.6, 0.6, 0.12)"
898,,28974,Minifig Neckwear Bracket [One Stud] – Reinforced,6,62,"(0.2, 0.28, 0.28)"
899,,6124,Equipment Magic Wand,2,62,"(0.2598, 0.08, 0.8099)"
900,,92220,"Large Figure Weapon Claw, with Clip",4,61,"(0.185, 0.6528, 0.683)"
901,,14226c11,String with End Studs 11L Overall,1,61,"(0.0, 0.0, 0.0)"
902,,60599,Door Frame 2 x 4 x 6,6,61,"(0.8, 0.4, 1.48)"
903,,28327,Door Frame 4 x 4 x 6 Corner,5,61,"(0.8, 0.8, 1.48)"
904,,35654,Grille Bar 1 x 4 x 1 2/3 BullBar,1,61,"(0.8, 0.1932, 0.4199)"
905,,6256,Equipment Dish / Plate / Bowl 3 x 3 [Plain],7,60,"(0.6, 0.6, 0.19)"
906,,4727,"Plant, Flower 2 x 2 Leaves – Angular",1,60,"(0.4, 0.4, 0.28)"
907,,18034,Weapon Sword with Thick Crossguard (Roman Gladius),4,60,"(0.0, 0.0, 0.0)"
908,,60808,Panel 1 x 4 x 5 with Arched Window,9,60,"(0.8, 0.2, 1.24)"
909,,15540,Helicopter Landing Ski 1 x 6 with Pin Hole,4,59,"(0.28, 1.2, 0.31)"
910,,64951,Barrel Half Large with Axle Hole,6,59,"(0.8621, 0.8642, 0.44)"
911,,51239,Window Frame 1 x 3 x 3,3,58,"(0.6, 0.2, 0.76)"
912,,49577,"Animal / Plant, Coral / Sea Weed",3,58,"(0.8233, 0.2, 0.94)"
913,,3300,Slope 33┬░ 2 x 2 Double,4,58,"(0.4, 0.4, 0.1387)"
914,,6148,"Plant, Palm Leaf Small",3,58,"(1.6728, 0.6717, 0.3795)"
915,,15064,"Insect Body Part, Leg / Tail / Tentacle / Claw",6,58,"(0.1383, 0.9407, 0.6935)"
916,,18588,"Launcher, Weapon Rapid Shooter Six Barrel",5,58,"(0.5264, 0.4, 0.58)"
917,,18587,"Launcher Trigger, Weapon Rapid Shooter",2,58,"(0.32, 0.4, 0.31)"
918,,39893,"Hinge Brick 1 x 2 Locking with 1 Finger Vertical End and 2 Fingers Vertical End, 9 Teeth",5,57,"(0.7135, 0.2, 0.28)"
919,,40066,Panel 1 x 6 x 7 with 2 Columns and Arch,10,57,"(1.2, 0.2002, 1.72)"
920,,41862,Plate Special 2 x 2 with Grills,1,57,"(0.7612, 0.4, 0.2402)"
921,,32200,"Axle Hose, Soft 12L",9,57,"(2.4, 0.12, 0.12)"
922,,45301,Wedge Curved 16 x 4 Triple,8,56,"(0.8, 3.2, 0.28)"
923,,53400,"Vehicle Track, Train, Plastic (RC Trains) Curved",1,56,"(3.5018, 1.7383, 0.24)"
924,,35470,Plate Special 3 x 5 Cloud with 3 Center Studs,2,56,"(1.0, 0.6, 0.12)"
925,,51266,Glass For Frame 1 x 3 x 3,1,56,"(0.52, 0.0407, 0.615)"
926,,3900,Equipment Signal Paddle,2,56,"(0.28, 0.64, 0.1)"
927,,28588,"Animal, Snake Head with Open Mouth, Fangs and Curved Neck with Bar",4,55,"(0.1106, 0.3601, 0.5172)"
928,,2714b,"Bar 8L – Two Stop Rings / One Pin, Technic Figure Ski Pole [Flat End]",3,55,"(0.18, 0.18, 1.595)"
929,,61408,"Technic Beam 3 x 0.5 Liftarm with Boss and Blocked, Squared Pin Hole",3,55,"(0.0, 0.0, 0.0)"
930,,3943,Cone 4 x 4 x 2 with Axle Hole [Plain],7,55,"(0.7986, 0.7983, 0.5211)"
931,,4489,"Wheel Wagon Large (33mm D.), hole notched for wheels holder pin",4,55,"(0.84, 0.2, 0.84)"
932,,64847,"Animal Body Part, Horn (Cattle)",3,55,"(0.217, 0.1001, 0.233)"
933,,26597,Brick Special 1 x 2 with Vertical Closed Handle Inset from Edge,3,55,"(0.56, 0.2, 0.28)"
934,,67737,"Propeller 4 Blade 5 Diameter with Rounded Ends, Open Hub",1,55,"(0.0, 0.0, 0.0)"
935,,50956,Wedge Curved 10 x 3 Right,12,55,"(0.6, 2.0, 0.28)"
936,,50955,Wedge Curved 10 x 3 Left,13,54,"(0.6, 2.0, 0.28)"
937,,24869,Wheel Roller Coaster,1,54,"(0.74, 0.268, 0.268)"
938,,72869,Bar Holder with Clip and 90┬░ Angle (Mechanical Leg),3,54,"(0.125, 0.3153, 0.3757)"
939,,11010,Minifig Ring 1 x 1,1,54,"(0.1875, 0.1875, 0.08)"
940,,93789,Weapon Pike / Spear Flat End,5,54,"(0.14, 0.08, 1.46)"
941,,11399,Plate Special 4 x 4 with Clips Horizontal (thick open O clips),5,54,"(0.8, 0.9403, 0.1515)"
942,,67810,Brick Curved 2 x 2 x 1 1/3 with Curved Top – Corner,6,53,"(0.4, 0.4, 0.3199)"
943,,23949,Slope 45┬░ 2 x 6,6,53,"(1.2, 0.4, 0.28)"
944,,35443,Plate Special 4 x 4 Splat Gear with 10 Teeth,4,53,"(1.1009, 1.15, 0.12)"
945,,15469,Plate Round 2 x 2 x 2/3 with + Axle Hole and 4 Leaf Extensions,5,53,"(0.6149, 0.6149, 0.2559)"
946,,2854,Technic Engine Crankshaft Center,1,53,"(0.38, 0.2, 0.18)"
947,,37341c,"Weapon Sword Blade with Bar, Square Crossguard",5,52,"(0.11, 0.1663, 0.861)"
948,,3836,Equipment Brush / Pushbroom,1,52,"(0.3475, 0.1696, 0.8475)"
949,,2819,Technic Steering Wheel Small (3 Studs Diameter),3,52,"(0.64, 0.64, 0.28)"
950,,23986,Equipment Teapot,2,52,"(0.4772, 0.3072, 0.28)"
951,,44300,Hinge Tile 1 x 3 Locking with 1 Finger on Top,3,52,"(0.6, 0.2, 0.1935)"
952,,37341d,Weapon Scythe / Hook with Bar,5,52,"(0.1, 0.561, 0.4175)"
953,,13269,Wedge Sloped 45┬░ 6 x 4 Double / 33┬░ [Train Roof],9,52,"(1.2001, 0.8, 0.2392)"
954,,37341b,"Weapon Dagger / Knife with Flat Hilt End and Curved Blade, Cross Hatched Grip",5,52,"(0.08, 0.11, 0.5734)"
955,,37341a,Weapon Sword Curved Blade with Bar,5,52,"(0.11, 0.2341, 0.852)"
956,,4161,Slope 33┬░ 3 x 3,2,52,"(0.6, 0.6, 0.285)"
957,,65426,Wedge Plate 2 x 4 27┬░ Right,6,52,"(0.385, 0.7, 0.12)"
958,,65429,Wedge Plate 2 x 4 27┬░ Left,6,52,"(0.385, 0.7, 0.12)"
959,,37341e,Weapon Scythe / Hook with Double Blades,5,52,"(0.1, 0.3021, 0.5679)"
960,,19159,Technic Pin Double Triangle 1 x 3 with 2 Clips Not Completely Round Pin Holes,1,51,"(0.5608, 0.185, 0.585)"
961,,33121,"Animal, Crab",5,51,"(0.5698, 0.4721, 0.2)"
962,,13608,Weapon Gun Ray / Sci Fi – Rounded Heat Diffusers,3,51,"(0.18, 0.4037, 0.3808)"
963,,2530,Weapon Sword / Cutlass,3,51,"(0.12, 0.2, 0.76)"
964,,92589,Door Grill 1 x 4 x 6,2,51,"(0.7139, 0.08, 1.34)"
965,,60621,Door 1 x 4 x 6 Barred with Stud Handle,2,51,"(0.72, 0.16, 1.345)"
966,,55978,Tyre 37 x 22 ZR,1,50,"(0.9235, 0.56, 0.9235)"
967,,34173,Equipment Cutlery – Spoon,1,50,"(0.1307, 0.107, 0.4289)"
968,,33322,Headwear Accessory Crown / Tiara,3,50,"(0.3627, 0.1029, 0.2559)"
969,,99009,Technic Turntable Small Top,1,50,"(0.58, 0.54, 0.33)"
970,,64178,Technic Beam 5 x 11 Open Center Frame Thick,1,50,"(1.0, 2.18, 0.2008)"
971,,67095,Tile Round 3 x 3,7,50,"(0.6, 0.6, 0.08)"
972,,30592,Brick Special 2 x 2 with Top Pin and 1 x 2 Side Plates,3,50,"(0.8, 0.4, 0.44)"
973,,78594,Panel 2 x 2 x 5 Corner,1,50,"(0.4, 0.4, 1.24)"
974,,4515,Slope 10┬░ 6 x 8,7,50,"(1.6, 1.2, 0.2399)"
975,,35700,Container Box 2 x 2 x 1 [Plain],3,49,"(0.4, 0.4, 0.28)"
976,,86208,Weapon Gun / Torch (Space) [No Grooves],2,49,"(0.2, 0.46, 0.3)"
977,,6070,Windscreen 5 x 2 x 1 2/3,9,49,"(0.4, 1.0, 0.44)"
978,,64728,Equipment Dynamite Sticks,1,49,"(0.2583, 0.2398, 0.59)"
979,,90397,Sports Surfboard Standard,6,49,"(0.38, 1.35, 0.12)"
980,,46667,Jet Engine Fan with 10 Blades and Technic Pin,4,48,"(0.5792, 0.6, 0.58)"
981,,87693,Headwear Accessory Plume / Feather Small with Pin,3,48,"(0.08, 0.27, 0.24)"
982,,57515,"Technic, Steering Arm 5.5 x 2 with Towball Socket Rounded, Chamfered",1,48,"(0.4003, 1.19, 0.18)"
983,,24504,Minifig Neckwear Ninja Face Scarf,7,48,"(0.3361, 0.2985, 0.1181)"
984,,57783,Windscreen 3 x 4 x 1 1/3 Large Glass Surface,2,48,"(0.8, 0.6, 0.3609)"
985,,40243,Stairs Spiral Step,4,48,"(1.1996, 0.6968, 0.18)"
986,,30043,Plate Special 1 x 4 with Arm Down,2,48,"(0.8, 0.34, 0.28)"
987,,57878,Train Wheel RC Train,1,48,"(0.58, 0.1375, 0.58)"
988,,18978a,Wheel Cover 5 Spoke – for Wheel 18976,3,48,"(0.375, 0.075, 0.375)"
989,,18978b,Wheel Cover 10 Spoke – for Wheel 18976,3,48,"(0.375, 0.08, 0.375)"
990,,90202,Technic Pin Connector Round with 4 Clips,2,48,"(0.48, 0.48, 0.2)"
991,,99010,Technic Turntable Small Base (28 Teeth),1,48,"(0.7362, 0.7362, 0.39)"
992,,219,"Vehicle Track, Train, Connection/Stacking Pin 4 Stud long for Track Storage",1,48,"(0.0, 0.0, 0.0)"
993,,28220,"Large Figure Armor Plate, Small",6,48,"(0.3997, 0.1847, 0.7)"
994,,30132,Weapon Gun / Pistol / Revolver Large Barrel [Old Style],2,48,"(0.12, 0.311, 0.3358)"
995,,53454,"Weapon Axe Head, Clip-on (Viking) [Thick Clip]",4,48,"(0.132, 0.3503, 0.4628)"
996,,98549,Tile Special 2 x 2 with Bar and Stud with Stop Ring,2,48,"(0.4001, 0.4, 1.24)"
997,,30134,Stairs 7 x 4 x 6 Straight Open,4,48,"(0.8, 1.4, 1.48)"
998,,32498,Technic Gear 36 Tooth Double Bevel,1,48,"(0.94, 0.2, 0.94)"
999,,27262,Windscreen 6 x 4 x 1 Hexagonal with Handle,10,48,"(0.7997, 1.16, 0.24)"
1000,,98369,"Equipment Cleaver, no Holes",4,47,"(0.08, 0.225, 0.4725)"
1001,,30987,Cylinder Quarter 2 x 2 x 5 (Wall),9,47,"(0.4, 0.4, 1.24)"
1002,,33303,Picket Fence 1 x 4 x 2,2,47,"(0.8, 0.2, 0.48)"
1003,,15445,Weapon Gun Automatic Pistol with Top Clip,2,47,"(0.0, 0.0, 0.0)"
1004,,30361,Brick Round 2 x 2 x 2 Robot Body – without Bottom Axle Holder,7,47,"(0.4, 0.4, 0.52)"
1005,,78256,Plate Special 1 x 2 with Clip Vertical on End,2,47,"(0.5403, 0.2001, 0.12)"
